User ID,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Final Rating
User 607,1.09,1,1.02,0.4,1.02,1.38,3.18,2.58,0.74,3.26,2
User 608,1.31,1.36,0.75,0.48,0.5,1.7,3.18,2.89,1.34,2.78,2
User 609,1.06,3.12,1.58,0.48,0.56,3.34,3.18,2.67,1.76,2.94,2
User 610,0.7,1.32,0.34,0.59,0.4,1.02,3.18,2.85,1.31,2.82,1
User 611,0.66,0.64,2.01,0.58,0.82,1.54,3.18,3.02,1.22,2.88,2
User 612,0.74,1.04,1.3,0.62,1.26,2.42,3.18,2.78,1.57,2.5,2
User 613,0.83,0.92,0.82,0.39,1.28,2.14,3.18,3.39,1.63,2.8,2
User 614,0.67,1.28,0.26,0.51,1.02,1.26,3.17,2.87,3.01,3.3,2
User 615,1.87,0.28,1.14,0.5,0.9,1.94,3.18,2.97,1.82,2.58,2
User 616,0.54,1.16,0.38,0.33,1.38,1.58,3.17,2.7,1.06,3.44,2
User 617,0.7,1.44,0.22,0.64,0.56,2.04,3.18,2.85,1.7,2.78,2
User 618,1.82,1.56,0.62,0.39,0.58,1.62,3.18,2.93,2.14,3.42,2
User 619,1.25,1.04,0.43,0.43,1.04,2.5,3.18,3.03,1.6,2.88,2
User 620,0.96,1.32,0.56,0.38,0.66,1.54,3.17,2.85,1.41,3.12,2
User 621,0.74,1.32,0.16,0.49,1.22,1.46,3.17,2.7,2.08,2.88,2
User 622,0.8,1.8,1.25,0.55,1.38,2.5,3.18,2.85,1.7,2.42,2
User 623,0.99,1.32,2.03,0.43,0.88,1.54,3.18,2.7,2.08,2.78,2
User 624,0.74,0.96,0.62,0.51,0.96,1.84,3.18,2.8,2.05,3.02,2
User 625,0.9,1.48,1.46,0.42,0.42,1.02,3.18,2.71,1.73,2.96,2
User 626,1.66,0.24,0.43,0.59,0.8,1.06,3.18,2.95,1.38,2.48,1
User 627,0.8,1.92,1.6,0.5,2.08,3.2,3.19,2.89,1.5,2.54,2
User 628,0.75,1.08,1.88,0.34,0.9,1.58,3.18,2.73,1.6,2.5,2
User 629,0.7,0.88,0.19,0.43,0.14,1.66,3.17,2.75,1.18,2.98,1
User 630,0.58,1.44,0.21,0.41,1.06,1.56,3.18,2.9,3.04,2.54,2
User 631,0.7,1.36,0.19,0.41,0.86,1.28,3.17,2.72,2.37,3.1,2
User 632,2.05,1.2,0.19,0.34,0.48,1.02,3.17,2.81,1.92,3.44,2
User 633,0.51,1.2,0.42,0.49,0.9,1.2,3.17,2.56,1.5,2.98,1
User 634,0.61,1.2,2.05,0.61,1.3,3.06,3.19,2.79,1.57,2.42,2
User 635,0.83,1.96,0.83,0.46,0.5,1.34,3.18,2.78,1.09,2.7,2
User 636,0.8,1.12,1.6,0.63,1.5,1.74,3.18,2.86,1.12,2.9,2
User 637,0.86,1.4,1.25,0.55,2.02,2.62,3.18,2.88,1.38,2.54,2
User 638,1.38,0.96,1.07,0.66,1.06,2.18,3.18,2.85,1.31,2.64,2
User 639,1.06,1.44,0.42,0.58,0.7,1.68,3.17,2.95,1.7,3.38,2
User 640,0.51,1.96,0.21,0.42,0.72,1.38,3.18,2.87,1.82,2.82,2
User 641,1.73,0.84,2.61,0.63,1.1,2.42,3.19,2.98,1.73,2.78,2
User 642,0.54,2.96,0.38,0.61,1.62,2.42,3.18,3.22,2.43,2.8,2
User 643,1.09,2.76,0.21,0.66,0.32,2.28,3.18,2.72,1.5,2.58,2
User 644,0.74,1.56,0.24,0.61,0.7,1.42,3.18,2.82,1.5,2.96,2
User 645,0.93,2.24,1.9,0.49,1.76,3.06,3.19,2.69,2.02,2.48,2
User 646,0.61,1.56,0.19,0.41,0.86,1.14,3.18,2.81,1.6,2.8,2
User 647,0.94,0.8,0.35,0.56,0.48,1.78,3.18,2.86,2.18,2.66,2
User 648,0.64,1.52,0.21,0.39,0.98,1.38,3.16,2.77,1.66,3.38,2
User 649,0.38,1.44,0.34,0.5,1.26,1.94,3.18,2.9,2.37,3.04,2
User 650,1.09,1.96,1.17,0.51,1.62,2.74,3.18,2.74,1.28,2.4,2
User 651,0.58,1.24,0.26,0.56,0.96,1.7,3.18,3.2,2.14,2.78,2
User 652,0.8,1.32,0.34,0.24,0.46,1.02,3.17,2.9,1.44,3.28,1
User 653,0.61,1.56,0.19,0.41,0.86,1.14,3.18,2.81,1.6,2.8,2
User 654,0.7,1.32,0.32,0.51,0.82,1.34,3.18,3.04,1.76,3.04,2
User 655,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4,2
User 656,0.74,1.56,2.27,0.66,1.3,2.56,3.19,2.65,1.54,2.4,2
User 657,0.7,1.64,1.07,0.39,1.04,1.54,3.18,2.82,1.47,3.06,2
User 658,1.34,0.76,1.1,0.47,1.66,2,3.18,2.87,1.18,2.66,2
User 659,0.72,1.6,0.67,0.34,0.78,1.58,3.17,3.18,1.15,3.42,2
User 660,0.8,1.8,0.37,0.51,1.06,1.58,3.17,2.81,1.54,3.18,2
User 661,0.99,1.96,2.46,0.53,0.34,1.58,3.2,2.82,1.44,2.54,2
User 662,1.09,0.64,1.12,0.42,0.7,1.54,3.18,3.07,1.44,2.66,2
User 663,0.7,0.8,2.56,0.5,1.1,1.5,3.19,2.86,1.47,2.38,2
User 664,0.93,0.92,0.18,0.5,1.02,2.4,3.17,2.91,1.09,3.18,2
User 665,1.06,1.28,1.3,0.43,0.24,0.46,3.17,2.86,1.15,3.38,2
User 666,1.5,1.16,2.37,0.27,0.58,1.9,3.18,2.78,1.54,3.2,2
User 667,1.95,1.52,1.94,3.44,0.64,2.94,3.2,2.62,1.54,2.46,2
User 668,1.25,1.04,1.58,0.67,0.88,2.42,3.18,2.7,1.34,2.9,2
User 669,0.54,1.16,0.8,0.32,0.66,1.44,3.17,2.79,1.09,3.28,2
User 670,0.51,1.48,0.21,0.41,1.2,1.66,3.17,2.83,1.63,3.3,2
User 671,1.63,0.96,0.34,0.49,0.38,2.06,3.17,2.86,1.92,3.46,2
User 672,0.77,1.6,2.46,0.59,2.16,2.64,3.19,2.85,2.21,2.5,2
User 673,1.76,0.68,1.31,0.46,0.34,0.8,3.18,2.74,0.96,2.54,1
User 674,0.86,1,0.29,0.47,0.24,1.46,3.18,2.74,1.73,2.4,1
User 675,0.83,0.6,0.19,0.61,0.94,1.66,3.18,2.74,1.47,2.34,1
User 676,0.58,1.96,0.18,0.38,0.74,1.08,3.18,2.66,2.18,2.78,2
User 677,0.77,1.16,0.32,0.26,0.5,1.14,3.17,2.89,1.44,3.34,1
User 678,2.26,0.4,2.08,0.5,1.18,2.86,3.19,2.75,1.6,2.42,2
User 679,1.66,1.04,0.91,0.43,0.72,1.74,3.17,2.77,0.86,3.46,2
User 680,0.8,1.56,0.34,0.41,0.8,1.66,3.17,2.91,1.38,3.26,2
User 681,1.02,1.04,0.24,0.65,0.46,1.88,3.18,2.88,1.15,2.86,2
User 682,0.96,1.16,0.45,0.29,0.98,1.42,3.18,2.94,2.02,3.02,2
User 683,0.83,0.96,1.47,0.5,1.46,2.02,3.18,2.94,1.22,2.5,2
User 684,0.96,1.96,0.26,0.51,0.82,1.34,3.18,3.02,1.89,2.72,2
User 685,0.86,1.84,1.78,0.61,1.18,2.36,3.19,2.82,2.14,2.5,2
User 686,0.9,1,2.06,0.62,0.9,2.52,3.19,2.89,1.38,2.4,2
User 687,0.77,1.36,0.75,0.46,1.14,2.14,3.18,2.85,1.89,2.82,2
User 688,1.02,1.4,0.22,0.57,0.22,2.18,3.18,2.88,1.34,2.86,2
User 689,0.9,1.68,0.29,0.35,0.8,1.24,3.18,2.74,1.25,3.04,2
User 690,0.7,1.28,0.94,0.62,1.06,2.02,3.18,2.85,1.82,2.88,2
User 691,0.83,0.72,0.22,0.39,0.48,1.8,3.18,2.95,1.12,2.72,1
User 692,0.77,1.48,0.98,0.31,1.02,1.5,3.17,2.83,1.09,3.3,2
User 693,0.93,1.28,0.22,0.25,0.46,0.62,3.17,2.98,1.12,3.06,1
User 694,0.77,1.88,0.21,0.49,0.48,1.74,3.18,2.83,1.44,2.94,2
User 695,0.96,1.8,0.56,2.25,2.02,2.4,3.18,2.69,1.25,2.42,2
User 696,0.7,1.32,0.27,0.47,1.78,2.18,3.18,2.95,1.79,2.78,2
User 697,1.66,2.16,1.26,0.41,0.62,2.26,3.18,2.9,1.5,3.26,2
User 698,1.34,0.8,0.22,0.69,0.4,2.24,3.18,2.72,1.28,2.5,2
User 699,0.83,1.04,0.35,0.4,0.26,0.96,3.17,2.77,1.54,3.24,1
User 700,0.74,1.96,1.25,0.4,0.58,1.26,3.18,2.7,1.09,3.2,2
User 701,0.45,1.96,0.94,0.61,0.58,1.58,3.18,2.98,1.15,2.5,2
User 702,0.7,1.96,1.66,0.55,1.38,2.6,3.19,2.94,1.41,2.72,2
User 703,1.09,2.96,1.79,0.79,1.18,2,3.19,2.66,2.59,2.46,2
User 704,0.67,1.96,0.29,0.43,1.18,2.02,3.17,2.95,1.41,3.36,2
User 705,1.54,1.28,0.22,0.24,0.58,1.62,3.17,2.8,1.7,3.38,2
User 706,0.64,1.52,0.16,0.42,0.56,0.98,3.18,2.86,1.18,2.94,1
User 707,0.8,0.96,0.27,0.55,0.7,1.66,3.18,2.99,1.92,2.7,2
User 708,0.83,0.76,1.31,0.58,1.42,2.5,3.18,2.81,1.66,2.58,2
User 709,1.31,0.2,0.24,0.72,0.46,1.6,3.18,2.86,1.79,2.46,1
User 710,0.7,1.44,0.88,0.33,0.8,1.4,3.18,2.85,1.5,3.14,2
User 711,1.34,1.04,1.47,0.66,0.9,2.66,3.19,2.79,1.76,2.48,2
User 712,0.54,1.28,0.26,0.61,1.26,2,3.18,2.93,2.43,2.56,2
User 713,1.28,1.28,0.27,0.4,1.04,1.12,3.17,3.19,1.54,3.38,2
User 714,1.02,1.24,0.27,0.41,1.22,2.6,3.18,2.7,1.54,2.8,2
User 715,0.96,1.96,0.75,0.41,0.46,1.4,3.18,2.9,2.18,3.3,2
User 716,1.06,1.64,0.32,0.31,0.38,1.06,3.17,2.9,2.02,3.3,2
User 717,0.54,1.08,0.24,0.42,0.54,1.3,3.18,3.07,1.34,2.94,1
User 718,0.7,2.12,2.42,0.59,0.58,1.82,3.19,2.62,1.12,2.5,2
User 719,1.31,0.92,2.37,0.62,0.74,2.32,3.2,2.82,1.57,2.58,2
User 720,1.02,0.92,2.59,0.63,0.96,2.34,3.19,2.9,1.73,2.42,2
User 721,0.45,1.36,0.21,0.63,1.34,2.04,3.18,2.93,2.56,2.56,2
User 722,0.99,1.12,0.22,0.4,0.74,1.42,3.16,2.66,1.28,3.52,2
User 723,1.09,0.8,0.93,0.71,1.38,2.7,3.18,2.82,1.41,2.62,2
User 724,1.22,0.56,0.62,0.69,0.72,1.5,3.18,2.73,1.09,2.46,1
User 725,0.74,1.2,0.29,0.38,0.42,1.22,3.17,2.91,1.28,3.14,1
User 726,0.8,2.04,1.28,0.54,1.62,2.52,3.18,2.86,1.57,2.46,2
User 727,0.58,0.76,0.75,0.53,1.52,2.14,3.18,2.95,2.11,2.8,2
User 728,0.99,1.36,1.18,0.67,0.96,2.32,3.19,3.07,1.98,2.96,2
User 729,0.86,2.96,0.21,1.98,0.9,1.62,3.18,2.7,1.47,2.46,2
User 730,1.63,1.16,1.81,0.39,1.62,2.98,3.19,2.79,1.79,2.54,2
User 731,1.09,1.44,1.42,0.33,1.18,1.7,3.18,2.91,1.12,3.18,2
User 732,0.61,1.24,0.26,0.71,0.82,2.3,3.18,2.98,1.41,3.12,2
User 733,1.06,0.56,0.77,0.59,0.72,1.7,3.18,2.86,1.54,2.5,2
User 734,0.61,1.4,2.16,0.43,1.3,1.58,3.18,2.66,2.02,2.86,2
User 735,0.61,1.32,0.21,0.35,0.58,1.16,3.17,2.74,1.98,3.28,2
User 736,0.7,1.08,0.26,0.65,1.2,1.3,3.18,2.93,1.41,2.64,2
User 737,0.93,1.92,0.37,0.56,0.96,2.38,3.18,2.82,2.05,2.82,2
User 738,0.8,1.12,1.78,0.64,1.2,2.34,3.19,3.04,1.38,2.54,2
User 739,0.64,1.24,1.18,0.61,0.86,2.82,3.18,2.94,1.89,2.78,2
User 740,1.18,1.36,0.51,0.32,1.12,2.16,3.17,2.67,1.06,3.3,2
User 741,0.9,2.04,1.26,0.64,1.3,2.74,3.18,2.82,1.66,2.5,2
User 742,0.86,0.72,1.23,0.55,1.2,2.48,3.18,2.87,1.5,2.4,2
User 743,0.74,1,0.26,0.41,0.74,1.9,3.18,2.94,1.73,2.74,2
User 744,1.09,1.2,0.29,0.51,1.18,1.9,3.18,2.66,1.44,2.88,2
User 745,0.83,1.36,1.02,0.39,0.7,1.32,3.18,2.87,1.31,2.46,2
User 746,0.82,2.6,0.19,0.9,0.46,1.82,3.18,2.85,1.34,2.5,2
User 747,0.9,1.44,0.29,0.47,1.02,1.2,3.17,2.9,3.14,3.18,2
User 748,0.96,2.84,0.21,1.83,1.18,1.98,3.18,2.74,1.34,2.38,2
User 749,0.67,1.12,0.43,0.38,1.02,1.26,3.17,2.66,1.38,3.14,2
User 750,0.99,1.04,0.77,0.42,0.96,1.98,3.18,2.86,1.31,2.78,2
User 751,0.74,1.52,2.29,0.66,1.46,2.58,3.19,2.74,1.41,2.4,2
User 752,1.02,1.52,0.76,0.38,0.62,1.26,3.17,3.04,1.34,3.14,2
User 753,1.22,1.36,1.33,0.59,1.18,2.24,3.19,2.77,1.66,2.46,2
User 754,1.12,1.04,1.09,0.39,0.96,1.6,3.18,3.01,1.28,3.06,2
User 755,1.28,1.68,0.99,0.75,1.1,2.34,3.18,2.78,1.73,2.5,2
User 756,1.28,1.28,0.96,0.39,1.34,1.7,3.18,3.12,1.86,3.34,2
User 757,1.33,0.76,0.26,0.45,0.72,1.18,3.18,3.14,1.31,2.66,1
User 758,0.7,1.12,0.35,0.46,0.64,1.66,3.18,2.83,1.54,2.8,2
User 759,0.74,1.6,1.58,0.41,0.64,1.18,3.18,2.69,1.34,2.8,2
User 760,1.7,0.96,0.13,0.33,0.78,1.14,3.18,2.81,1.02,2.42,1
User 761,0.77,1.04,1.31,0.62,1.26,2.42,3.18,2.78,1.6,2.54,2
User 762,0.99,1.48,0.99,0.59,0.34,2.18,3.18,2.88,1.25,2.34,2
User 763,1.09,1.56,0.83,0.46,1.2,2.18,3.18,2.94,1.5,3.3,2
User 764,1.02,1.28,1.33,0.49,0.86,1.4,3.18,2.88,1.5,2.98,2
User 765,0.74,1.48,1.26,0.57,1.6,2,3.18,2.54,1.57,2.48,2
User 766,1.02,1.32,1.58,0.37,0.58,1.2,3.18,2.75,1.38,3.22,2
User 767,0.7,1.68,0.37,0.61,0.72,1.52,3.18,2.66,1.38,2.66,2
User 768,1.02,0.96,0.99,0.55,0.82,3.04,3.18,2.87,1.98,2.5,2
User 769,1.02,0.96,0.21,0.69,1.14,2.72,3.18,3.19,1.63,2.46,2
User 770,1.34,0.56,1.71,0.53,0.48,1.26,3.18,2.86,1.06,2.86,2
User 771,0.74,1.6,1.2,0.46,1.34,2.02,3.18,2.77,0.86,3.04,2
User 772,0.64,1.4,0.98,0.29,0.26,0.54,3.18,2.48,1.66,2.9,1
User 773,0.8,0.96,1.18,0.5,0.56,1.5,3.18,3.01,1.86,2.8,2
User 774,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7,1
User 775,0.42,1.52,0.29,0.53,0.38,1.52,3.18,2.95,2.88,3.12,2
User 776,1.41,0.72,1.23,1.1,0.74,2.8,3.19,3.17,2.3,2.46,2
User 777,0.67,1.6,0.27,0.35,1.28,1.78,3.18,3.04,1.57,3.06,2
User 778,0.74,1.68,1.18,0.5,1.5,2.52,3.18,2.86,1.54,2.48,2
User 779,1.25,0.96,0.16,0.55,0.22,1.58,3.18,2.66,0.99,2.7,1
User 780,0.74,1.36,0.21,0.29,0.62,1.48,3.17,2.98,1.18,3.38,2
User 781,0.86,1.2,2.08,0.54,1.84,2.14,3.19,2.81,1.6,2.56,2
User 782,0.8,1.28,1.95,0.47,1.14,1.7,3.18,2.87,1.7,2.78,2
User 783,0.74,1.28,0.21,0.55,1.58,1.5,3.18,2.75,1.76,2.94,2
User 784,1.01,1.08,0.25,0.3,0.4,0.94,3.17,2.99,1.28,3.18,1
User 785,0.9,1.16,0.43,0.43,0.7,1.42,3.17,2.95,1.31,3.1,2
User 786,0.8,0.84,2.49,0.45,0.74,2.12,3.19,3.1,2.05,2.56,2
User 787,0.77,1.32,1.97,0.53,0.82,1.94,3.19,2.98,1.28,2.54,2
User 788,0.51,1.96,0.19,0.63,0.48,2,3.18,2.87,1.5,2.98,2
User 789,0.9,1.08,0.75,0.34,1.5,1.86,3.17,2.81,1.34,3.34,2
User 790,0.74,1.24,1.71,0.43,1.58,2.48,3.19,2.78,1.76,2.54,2
User 791,0.86,1.2,2.22,0.33,0.9,1.74,3.18,2.98,1.6,3.2,2
User 792,0.83,1.32,2.86,0.56,1.1,2.6,3.2,2.72,1.41,2.42,2
User 793,1.02,2,1.71,0.54,1.52,2.74,3.19,2.74,1.92,2.5,2
User 794,1.82,1.16,0.35,0.46,0.4,1.02,3.18,2.95,2.37,2.72,2
User 795,0.8,0.88,0.53,0.55,1.1,2.14,3.18,2.81,1.6,2.8,2
User 796,2.14,1.92,2.02,0.59,1.52,2.96,3.19,2.82,1.66,2.48,2
User 797,0.51,1.48,0.24,0.42,0.72,1.46,3.18,3.01,1.6,2.62,2
User 798,0.83,1.28,0.21,0.55,0.62,1.02,3.17,2.63,1.47,3.2,1
User 799,0.9,1.36,2.21,0.47,0.86,2.14,3.19,2.78,1.28,2.64,2
User 800,0.67,1.44,2.9,0.53,0.86,1.78,3.2,2.9,1.54,2.34,2
User 801,1.22,1.12,0.45,0.49,0.46,0.9,3.17,2.86,1.5,3.52,2
User 802,1.09,1.04,1.65,0.47,1.36,2.22,3.18,2.74,1.12,3.1,2
User 803,1.17,0.32,2.16,0.47,0.98,1.9,3.19,3.07,1.25,2.64,2
User 804,1.31,0.04,0.98,0.55,0.54,0.94,3.18,2.83,1.34,2.66,1
User 805,0.64,1.64,1.46,0.5,1.34,2.22,3.18,2.79,1.86,2.62,2
User 806,0.8,1.96,2.69,0.55,1.34,3.04,3.2,2.7,1.66,2.46,2
User 807,0.67,1.12,0.24,0.58,1.22,1.9,3.18,2.87,1.34,2.7,2
User 808,0.8,1.04,2,0.56,1.4,1.6,3.19,2.74,1.44,2.5,2
User 809,0.96,2,1.94,0.51,1.02,1.7,3.19,2.7,1.7,2.38,2
User 810,1.15,2.08,1.62,0.57,0.78,1.86,3.19,2.73,1.28,2.5,2
User 811,0.83,0.96,0.21,0.61,1.76,2,3.18,2.86,1.98,2.78,2
User 812,0.99,1.2,1.6,0.53,1.3,2.82,3.18,3.33,1.76,3.18,2
User 813,0.96,3.64,1.31,0.39,1.34,2.66,3.18,3.02,1.57,3.12,2
User 814,1.25,0.96,0.77,0.42,1.2,1.84,3.18,2.87,1.38,2.98,2
User 815,0.58,1.56,2.44,0.54,1.2,2.1,3.2,2.97,2.46,2.42,2
User 816,0.93,1.2,1.46,0.58,0.66,2.22,3.18,2.88,1.79,3.02,2
User 817,0.9,0.96,2.85,0.54,1.12,1.48,3.2,2.75,1.44,2.38,2
User 818,0.58,1.32,1.28,0.58,0.42,1.74,3.19,2.91,1.41,2.32,2
User 819,0.7,1,2.74,0.57,1.18,1.84,3.2,2.94,1.18,2.34,2
User 820,0.51,1.08,2.48,0.57,0.66,1.8,3.19,2.58,1.38,2.32,2
User 821,0.58,1.52,1.3,0.56,1.18,2.34,3.18,2.94,1.73,2.62,2
User 822,0.83,1.36,1.02,0.57,0.96,2.18,3.18,2.83,2.24,3.06,2
User 823,0.64,1.56,0.16,0.47,0.98,2.06,3.17,2.74,1.38,3.18,2
User 824,1.47,0.96,1.84,0.58,1.5,2.28,3.18,2.74,1.79,2.62,2
User 825,0.7,0.96,0.78,1.05,0.8,1.64,3.18,2.7,1.47,2.3,2
User 826,0.67,1.36,1.28,0.65,0.5,1.34,3.18,2.66,1.89,2.5,2
User 827,0.48,1.36,1.82,0.57,0.66,1.28,3.19,2.86,1.57,2.66,2
User 828,1.18,1.24,0.75,0.43,0.08,1.7,3.18,2.58,2.3,3.22,2
User 829,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4,2
User 830,0.93,1.76,0.58,2.29,2,2.42,3.18,2.69,1.31,2.42,2
User 831,0.74,1,1.27,0.48,0.42,1.44,3.18,3.06,1.95,2.74,2
User 832,0.67,1.68,0.19,0.51,0.64,1.68,3.18,2.74,2.78,2.9,2
User 833,0.86,1.12,0.13,0.27,0.78,1.7,3.17,2.67,1.12,3.3,2
User 834,1.01,1.52,0.42,0.38,0.26,0.92,3.17,2.78,1.89,2.88,2
User 835,0.7,0.88,2.66,0.5,1.04,1.46,3.19,2.88,1.54,2.4,2
User 836,1.02,1.44,2.38,0.47,1.26,2.54,3.19,2.74,0.99,2.66,2
User 837,1.09,1.2,1.5,0.65,0.9,2.38,3.18,2.8,1.41,2.78,2
User 838,1.02,1.56,0.53,1.3,0.64,1.86,3.18,2.74,1.44,2.46,2
User 839,0.67,1.12,0.22,0.53,0.7,0.88,3.18,3.05,1.54,2.96,1
User 840,0.64,1.2,0.75,0.47,1.06,1.98,3.18,2.81,1.12,2.72,2
User 841,0.7,1.96,0.96,0.33,0.82,1.7,3.18,3.03,1.15,3.02,2
User 842,0.83,1.12,1.5,0.32,0.34,1.62,3.18,2.82,1.09,3.22,2
User 843,1.06,1.28,1.78,0.41,0.66,1.58,3.18,2.8,1.09,2.8,2
User 844,0.64,1.24,0.16,0.35,0.58,0.98,3.17,2.88,1.66,3.02,1
User 845,0.64,1.2,0.24,0.35,0.56,0.76,3.17,3.06,1.76,2.94,1
User 846,0.96,1.44,1.6,0.48,0.88,2.26,3.19,2.87,1.63,2.48,2
User 847,0.83,1.24,0.26,0.37,0.96,1.46,3.17,2.64,1.38,3.18,2
User 848,0.9,1.36,0.74,0.62,0.58,1.74,3.18,2.85,1.47,3.2,2
User 849,0.77,1.52,2.04,0.39,0.22,0.98,3.18,2.75,1.82,3.44,2
User 850,0.61,1.52,0.82,0.22,0.58,1.1,3.17,2.71,1.15,3.34,2
User 851,0.58,1.04,0.22,0.47,1.06,1.88,3.18,2.97,2.3,2.54,2
User 852,0.96,1.96,1.5,0.53,1.26,2.5,3.19,2.79,1.54,2.66,2
User 853,0.99,1.88,0.48,0.61,1.22,1.92,3.18,2.93,2.43,2.66,2
User 854,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66,2
User 855,1.09,1.96,1.28,0.53,1.46,2.98,3.18,2.74,1.66,2.86,2
User 856,1.54,1.44,0.56,0.34,0.82,1.8,3.17,2.79,1.22,3.26,2
User 857,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66,2
User 858,0.58,1.64,2.27,0.45,1.26,1.72,3.19,2.91,2.3,2.74,2
User 859,0.58,1.44,0.38,0.56,1.02,1.64,3.18,3.2,1.47,2.74,2
User 860,1.09,1.24,2.62,0.58,0.54,1.94,3.19,2.72,1.73,2.42,2
User 861,1.09,1.12,1.94,0.56,0.82,1.98,3.19,2.86,1.57,2.74,2
User 862,0.64,1.56,0.42,0.5,0.8,2.4,3.18,3.07,1.41,2.88,2
User 863,0.7,1.52,2.37,0.62,0.86,1.68,3.2,2.86,1.6,2.58,2
User 864,0.77,1.04,0.27,0.38,1.62,1.78,3.17,2.83,2.59,3.18,2
User 865,1.09,1.84,0.75,0.33,0.56,1.26,3.17,2.93,1.98,3.28,2
User 866,0.51,1,0.21,0.39,0.74,1.64,3.18,2.9,1.76,3.04,2
User 867,0.77,1.16,2.19,0.4,1.42,1.78,3.18,2.82,1.22,2.82,2
User 868,0.93,0.64,0.22,0.43,3.26,3.13,3.18,2.8,1.5,2.66,2
User 869,0.45,1.64,0.14,0.42,0.58,1.26,3.18,2.89,1.38,2.9,1
User 870,1.89,0.28,1.12,0.51,0.96,1.96,3.18,2.97,1.82,2.58,2
User 871,1.02,1.32,0.4,0.59,1.06,2.93,3.18,2.8,1.92,2.66,2
User 872,0.83,1.12,0.27,0.49,0.64,1.3,3.17,2.79,1.41,3.34,2
User 873,1.41,0.96,1.79,0.35,1.1,2.22,3.18,2.78,1.38,3.02,2
User 874,0.48,1.16,0.8,0.66,0.74,1.4,3.18,3.13,1.41,2.72,2
User 875,0.8,1.28,0.14,0.39,1.06,1.52,3.17,2.94,1.86,2.88,2
User 876,0.48,1.32,0.75,0.67,0.82,1.58,3.18,3.05,1.25,2.4,2
User 877,0.9,1.96,1.23,0.51,1.28,2.6,3.18,2.7,1.76,2.94,2
User 878,1.34,1.36,0.38,0.25,0.9,1.3,3.17,2.86,1.22,3.42,2
User 879,0.99,1.16,0.22,0.42,0.88,1.7,3.17,2.78,1.15,3.26,2
User 880,0.86,1.28,1.09,0.54,1.26,2.58,3.18,2.87,1.25,3.04,2
User 881,0.67,1.28,0.35,0.42,0.74,1.88,3.18,2.85,1.82,2.66,2
User 882,0.38,1.52,0.14,0.39,0.96,1.14,3.17,2.49,1.76,3.2,2
User 883,0.96,2.96,0.74,0.47,0.96,2.12,3.18,2.86,1.44,2.64,2
User 884,0.58,1.2,2.05,0.71,0.5,2.28,3.19,2.66,1.66,2.4,2
User 885,1.18,1.48,0.78,0.47,1.06,2.89,3.18,2.75,1.6,2.62,2
User 886,0.9,1.4,2.45,0.64,0.82,1.56,3.2,2.9,1.6,2.56,2
User 887,0.7,1.28,0.38,0.51,0.78,1.34,3.18,2.74,1.92,3.02,2
User 888,0.58,1.68,0.82,0.41,0.18,1.02,3.18,2.81,1.66,3.12,2
User 889,1.5,2.6,1.33,0.95,0.72,2.42,3.19,2.66,1.12,2.46,2
User 890,0.83,1.6,0.18,0.48,0.24,0.8,3.18,2.57,1.6,2.82,1
User 891,0.7,1.4,0.88,0.62,0.98,2.44,3.18,2.74,1.6,2.74,2
User 892,1.02,1.68,0.21,0.53,0.38,2.48,3.18,2.74,1.54,2.56,2
User 893,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32,2
User 894,0.48,1.96,0.18,0.55,0.56,1.3,3.18,2.83,1.54,2.46,2
User 895,0.51,1.76,0.22,0.49,0.66,1.46,3.18,2.77,2.4,2.74,2
User 896,0.8,0.96,0.29,0.61,0.16,1.62,3.18,2.87,2.24,3.04,2
User 897,1.09,0.72,1.02,0.94,1.26,3.2,3.19,3.04,1.54,2.46,2
User 898,1.02,1.04,0.74,0.35,0.7,1.6,3.18,3.02,2.34,3.34,2
User 899,0.8,1.08,0.75,0.35,0.82,1.22,3.18,2.67,1.06,3.2,2
User 900,0.54,1.36,1.02,0.48,0.42,1.48,3.18,2.66,1.28,2.88,2
User 901,1.12,1.28,1.44,0.37,0.78,1.5,3.18,2.78,2.08,3.44,2
User 902,0.67,1.4,2.32,0.55,0.94,2.38,3.19,2.71,1.5,2.38,2
User 903,1.22,0.72,1.18,1.09,0.74,2.6,3.19,3.14,2.27,2.46,2
User 904,0.67,2.88,0.26,1.91,1.74,1.6,3.18,2.64,1.63,2.46,2
User 905,0.7,1.04,1.47,0.31,0.98,1.62,3.18,2.72,1.09,3.34,2
User 906,1.79,0.6,1.6,0.42,1.02,2.1,3.19,2.91,1.66,2.5,2
User 907,0.7,1.68,0.3,0.59,0.26,1.16,3.18,2.94,1.57,3.14,2
User 908,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32,2
User 909,0.51,1.2,1.07,0.49,1.14,2.04,3.18,3.22,1.47,2.82,2
